profit_per_user,multi_func_profit_cost,multi_func_worst_profit_cost,multi_func_min_cost_cost,multi_func_max_users_cost,single_func_cost,random_deploy_cost,multi_func_profit_profit,multi_func_worst_profit_profit,multi_func_min_cost_profit,multi_func_max_users_profit,single_func_profit,random_deploy_profit,multi_func_profit_users,multi_func_worst_profit_users,multi_func_min_cost_users,multi_func_max_users_users,single_func_users,random_deploy_users
846.77,53704.0,65773.66,53704.0,59067.91,65773.66,65773.66,-52857.23,-64926.89,-52857.23,-58221.14,-64926.89,-64926.89,1.0,1.0,1.0,1.0,1.0,1.0
847.06,71148.0,71684.81,71148.0,71148.0,71684.81,71684.81,-70300.94,-70837.75,-70300.94,-70300.94,-70837.75,-70837.75,1.0,1.0,1.0,1.0,1.0,1.0
847.25,86482.0,365604.97,86482.0,364347.07,274203.73,274203.73,-85634.75,-362215.97,-85634.75,-360958.07,-271661.98,-271661.98,1.0,4.0,1.0,4.0,3.0,3.0
847.47,9455.92,73616.4,9455.92,73616.4,11838.79,10112.99,-8608.45,-65989.17,-8608.45,-65989.17,-10991.32,-9265.52,1.0,9.0,1.0,9.0,1.0,1.0
848.09,8803.24,30784.33,8803.24,30784.33,13269.0,13269.0,-7955.15,-27391.97,-7955.15,-27391.97,-12420.91,-12420.91,1.0,4.0,1.0,4.0,1.0,1.0
849.52,170208.66,177119.9,170208.66,175087.64,177119.9,173202.72,-169359.14,-176270.38,-169359.14,-174238.12,-176270.38,-172353.2,1.0,1.0,1.0,1.0,1.0,1.0
852.34,24556.0,50895.93,24503.57,50895.93,32851.53,35686.61,-21146.64,-44929.55,-21946.55,-44929.55,-30294.51,-32277.25,4.0,7.0,3.0,7.0,3.0,4.0
855.44,13048.0,52485.64,13048.0,43426.47,20106.31,18535.68,-12192.56,-49919.32,-12192.56,-40860.15,-19250.87,-17680.24,1.0,3.0,1.0,3.0,1.0,1.0
857.45,24402.0,74974.65,24402.0,64016.46,57053.42,50194.68,-19257.3,-63827.8,-19257.3,-52869.61,-50193.82,-43335.08,6.0,13.0,6.0,13.0,8.0,8.0
861.33,36085.47,74247.49,36085.47,74247.49,38654.46,38654.46,-35224.14,-72524.83,-35224.14,-72524.83,-37793.13,-37793.13,1.0,2.0,1.0,2.0,1.0,1.0
864.41,66570.0,140523.93,66570.0,138493.23,140523.93,67585.35,-65705.59,-138795.11,-65705.59,-136764.41,-138795.11,-66720.94,1.0,2.0,1.0,2.0,2.0,1.0
864.71,44283.2,110537.8,44283.2,110537.8,82771.34,82771.34,-37365.52,-95837.73,-37365.52,-95837.73,-76718.37,-76718.37,8.0,17.0,8.0,17.0,7.0,7.0
867.99,9772.0,47273.49,9772.0,47273.49,35455.12,35455.12,-8904.01,-43801.53,-8904.01,-43801.53,-32851.15,-32851.15,1.0,4.0,1.0,4.0,3.0,3.0
868.7,12422.61,99450.0,12422.61,99450.0,12867.71,12422.61,-11553.91,-91631.7,-11553.91,-91631.7,-11999.01,-11553.91,1.0,9.0,1.0,9.0,1.0,1.0
869.04,15007.2,25195.77,15007.2,24445.59,20156.61,18866.75,-11531.04,-20850.57,-11531.04,-19231.35,-16680.45,-15390.59,4.0,5.0,4.0,6.0,4.0,4.0
872.7,12844.2,153498.8,12844.2,153498.8,13891.8,13891.8,-11971.5,-141281.0,-11971.5,-141281.0,-13019.1,-13019.1,1.0,14.0,1.0,14.0,1.0,1.0
878.32,22939.0,59233.61,22939.0,54842.41,51108.78,41508.98,-18547.4,-52207.05,-18547.4,-46059.21,-46717.18,-37117.38,5.0,8.0,5.0,10.0,5.0,5.0
890.57,16086.35,58853.43,16086.35,58853.43,25560.33,24761.65,-14305.21,-49947.73,-14305.21,-49947.73,-23779.19,-22980.51,2.0,10.0,2.0,10.0,2.0,2.0
891.78,26551.2,67268.43,26551.2,60082.44,67268.43,49161.38,-21200.52,-58350.63,-21200.52,-49381.08,-58350.63,-42027.14,6.0,10.0,6.0,12.0,10.0,8.0
892.66,7212.4,7760.62,7212.4,7212.4,7760.62,7760.62,-6319.74,-6867.96,-6319.74,-6319.74,-6867.96,-6867.96,1.0,1.0,1.0,1.0,1.0,1.0
894.86,4945.2,20660.71,4945.2,14613.27,20660.71,20660.71,-3155.48,-16186.41,-3155.48,-10138.97,-16186.41,-16186.41,2.0,5.0,2.0,5.0,5.0,5.0
894.99,19124.94,34616.4,19124.94,34616.4,25499.92,25499.92,-16439.97,-29246.46,-16439.97,-29246.46,-21919.96,-21919.96,3.0,6.0,3.0,6.0,4.0,4.0
899.83,6917.4,39856.51,6917.4,39856.51,31885.21,39856.51,-6017.57,-35357.36,-6017.57,-35357.36,-28285.89,-35357.36,1.0,5.0,1.0,5.0,4.0,5.0
902.28,68096.0,143435.04,68096.0,138217.18,74819.11,73806.52,-67193.72,-141630.48,-67193.72,-136412.62,-73916.83,-72904.24,1.0,2.0,1.0,2.0,1.0,1.0
903.07,113796.0,255220.48,113796.0,246018.84,137247.13,129638.06,-112892.93,-253414.34,-112892.93,-244212.7,-136344.06,-128734.99,1.0,2.0,1.0,2.0,1.0,1.0
905.97,64205.33,171866.08,64205.33,169917.91,82272.61,82272.61,-59675.48,-159182.5,-59675.48,-157234.33,-76836.79,-76836.79,5.0,14.0,5.0,14.0,6.0,6.0
906.81,26072.51,26072.51,26072.51,26072.51,26072.51,26072.51,-25165.7,-25165.7,-25165.7,-25165.7,-25165.7,-25165.7,1.0,1.0,1.0,1.0,1.0,1.0
906.94,45836.0,151628.47,45836.0,151628.47,151628.47,101085.65,-44929.06,-148907.65,-44929.06,-148907.65,-148907.65,-99271.77,1.0,3.0,1.0,3.0,3.0,2.0
918.56,10074.91,77792.4,10074.91,77792.4,14427.86,14427.86,-8237.79,-52991.28,-8237.79,-52991.28,-12590.74,-12590.74,2.0,27.0,2.0,27.0,2.0,2.0
921.35,62938.03,120932.0,62938.03,120932.0,62938.03,62938.03,-62016.68,-119089.3,-62016.68,-119089.3,-62016.68,-62016.68,1.0,2.0,1.0,2.0,1.0,1.0
926.04,6006.0,19956.89,6006.0,19956.89,15965.51,9009.0,-4153.92,-15326.69,-4153.92,-15326.69,-12261.35,-6230.88,2.0,5.0,2.0,5.0,4.0,3.0
932.08,31925.93,82966.8,31925.93,82966.8,39745.52,33121.27,-27265.53,-69917.68,-27265.53,-69917.68,-34153.04,-28460.87,5.0,14.0,5.0,14.0,6.0,5.0
932.89,15828.8,21565.1,15828.8,21565.1,17252.08,17252.08,-12097.24,-16900.65,-12097.24,-16900.65,-13520.52,-13520.52,4.0,5.0,4.0,5.0,4.0,4.0
938.41,10179.0,35720.36,10179.0,35720.36,35720.36,35720.36,-9240.59,-32905.13,-9240.59,-32905.13,-32905.13,-32905.13,1.0,3.0,1.0,3.0,3.0,3.0
942.4,14127.62,143550.4,14127.62,143550.4,25854.06,25854.06,-12242.82,-117163.2,-12242.82,-117163.2,-23026.86,-23026.86,2.0,28.0,2.0,28.0,3.0,3.0
942.96,5454.55,32851.0,5454.55,32851.0,7159.15,11755.42,-4511.59,-26250.28,-4511.59,-26250.28,-6216.19,-9869.5,1.0,7.0,1.0,7.0,1.0,2.0
948.89,70889.02,73457.77,70889.02,71952.94,73457.77,73457.77,-69940.13,-72508.88,-69940.13,-71004.05,-72508.88,-72508.88,1.0,1.0,1.0,1.0,1.0,1.0
951.96,11616.8,49020.53,11616.8,45685.89,40850.45,23233.6,-9712.88,-43308.77,-9712.88,-39022.17,-36090.65,-19425.76,2.0,6.0,2.0,7.0,5.0,4.0
960.45,73333.84,74899.62,73333.84,74510.3,74899.62,74899.62,-72373.39,-73939.17,-72373.39,-73549.85,-73939.17,-73939.17,1.0,1.0,1.0,1.0,1.0,1.0
964.32,23267.4,86260.44,23267.4,86260.44,76675.95,76675.95,-20374.44,-77581.56,-20374.44,-77581.56,-68961.39,-68961.39,3.0,9.0,3.0,9.0,8.0,8.0
965.03,7974.2,30023.64,7974.2,28479.57,30023.64,30023.64,-7009.17,-27128.55,-7009.17,-25584.48,-27128.55,-27128.55,1.0,3.0,1.0,3.0,3.0,3.0
966.73,24538.8,62406.39,24538.8,52986.26,62406.39,55442.95,-18738.42,-55639.28,-18738.42,-43318.96,-55639.28,-47709.11,6.0,7.0,6.0,10.0,7.0,8.0
970.43,4318.11,19229.82,4318.11,18031.0,4557.88,4557.88,-3347.68,-14377.67,-3347.68,-13178.85,-3587.45,-3587.45,1.0,5.0,1.0,5.0,1.0,1.0
971.4,21351.8,30238.31,21351.8,23028.28,30238.31,28596.04,-20380.4,-29266.91,-20380.4,-22056.88,-29266.91,-27624.64,1.0,1.0,1.0,1.0,1.0,1.0
976.13,9048.0,16276.98,9048.0,12667.2,13564.15,13564.15,-4167.35,-10420.2,-4167.35,-5834.29,-8683.5,-8683.5,5.0,6.0,5.0,7.0,5.0,5.0
976.15,52468.0,166468.49,52468.0,154814.63,94690.73,88972.95,-48563.4,-156706.99,-48563.4,-145053.13,-89809.98,-84092.2,4.0,10.0,4.0,10.0,5.0,5.0
976.29,57657.6,148953.82,57657.6,148953.82,100297.8,78009.4,-48870.99,-129428.02,-48870.99,-129428.02,-91511.19,-71175.37,9.0,20.0,9.0,20.0,9.0,7.0
980.03,22753.03,164914.4,22753.03,164914.4,28021.58,28021.58,-19812.94,-137473.56,-19812.94,-137473.56,-25081.49,-25081.49,3.0,28.0,3.0,28.0,3.0,3.0
989.52,163650.3,334049.78,163650.3,332269.4,167024.89,167024.89,-162660.78,-332070.74,-162660.78,-330290.36,-166035.37,-166035.37,1.0,2.0,1.0,2.0,1.0,1.0
1005.46,4390.85,53859.4,4390.85,53859.4,4877.03,41186.6,-3385.39,-36766.58,-3385.39,-36766.58,-3871.57,-28115.62,1.0,17.0,1.0,17.0,1.0,13.0
1008.48,44792.0,53488.45,44792.0,44792.0,53488.45,53488.45,-43783.52,-52479.97,-43783.52,-43783.52,-52479.97,-52479.97,1.0,1.0,1.0,1.0,1.0,1.0
1012.79,21215.45,29592.31,21215.45,25706.94,29592.31,28998.85,-20202.66,-28579.52,-20202.66,-24694.15,-28579.52,-27986.06,1.0,1.0,1.0,1.0,1.0,1.0
1015.25,27237.6,91281.31,27237.6,91281.31,83224.84,83224.84,-24191.85,-83159.31,-24191.85,-83159.31,-77133.34,-77133.34,3.0,8.0,3.0,8.0,6.0,6.0
1028.93,123869.07,266214.68,123869.07,266214.68,266214.68,266214.68,-122840.14,-264156.82,-122840.14,-264156.82,-264156.82,-264156.82,1.0,2.0,1.0,2.0,2.0,2.0
1030.01,7863.19,46816.0,7863.19,46816.0,10879.67,8868.48,-6833.18,-38575.92,-6833.18,-38575.92,-9849.66,-7838.47,1.0,8.0,1.0,8.0,1.0,1.0
1050.03,3290.0,15010.22,3290.0,15010.22,11516.18,9053.06,-1189.94,-10810.1,-1189.94,-10810.1,-9416.12,-6953.0,2.0,4.0,2.0,4.0,2.0,2.0
1053.76,63840.14,66170.13,63840.14,66170.13,66170.13,64947.36,-62786.38,-65116.37,-62786.38,-65116.37,-65116.37,-63893.6,1.0,1.0,1.0,1.0,1.0,1.0
1057.18,66235.5,138754.85,66235.5,138754.85,69377.43,138754.85,-65178.32,-136640.49,-65178.32,-136640.49,-68320.25,-136640.49,1.0,2.0,1.0,2.0,1.0,2.0
1060.62,111602.21,120996.39,111602.21,113473.25,120996.39,120996.39,-110541.59,-119935.77,-110541.59,-112412.63,-119935.77,-119935.77,1.0,1.0,1.0,1.0,1.0,1.0
1075.11,21980.0,50844.73,21980.0,50844.73,50844.73,23088.94,-20904.89,-48694.51,-20904.89,-48694.51,-48694.51,-22013.83,1.0,2.0,1.0,2.0,2.0,1.0
1089.14,33290.89,81406.36,33290.89,80480.4,37431.94,33290.89,-28934.33,-68336.68,-28934.33,-65232.44,-33075.38,-28934.33,4.0,12.0,4.0,14.0,4.0,4.0
1114.32,5628.0,28949.5,5628.0,28949.5,28949.5,5628.0,-3399.36,-22263.58,-3399.36,-22263.58,-22263.58,-3399.36,2.0,6.0,2.0,6.0,6.0,2.0
1116.94,4872.0,13241.39,4872.0,9744.0,13241.39,13241.39,-3755.06,-11007.51,-3755.06,-7510.12,-11007.51,-11007.51,1.0,2.0,1.0,2.0,2.0,2.0
1125.75,8709.98,115453.8,8709.98,115453.8,18545.91,51480.62,-7584.23,-96316.05,-7584.23,-96316.05,-16294.41,-43600.37,1.0,17.0,1.0,17.0,2.0,7.0
1127.23,27885.0,72183.25,27885.0,68956.22,48689.73,45906.86,-24503.31,-64292.64,-24503.31,-61065.61,-44180.81,-41397.94,3.0,7.0,3.0,7.0,4.0,4.0
1130.99,8072.4,28415.05,8072.4,28415.05,16646.48,16646.48,-5810.42,-21629.11,-5810.42,-21629.11,-13253.51,-13253.51,2.0,6.0,2.0,6.0,3.0,3.0
1134.81,19910.0,60148.58,19910.0,45498.05,60148.58,25663.12,-18775.19,-57878.96,-18775.19,-43228.43,-57878.96,-24528.31,1.0,2.0,1.0,2.0,2.0,1.0
1135.92,6420.4,81172.83,6420.4,81172.83,69576.71,60188.23,-5284.48,-73221.39,-5284.48,-73221.39,-62761.19,-53372.71,1.0,7.0,1.0,7.0,6.0,6.0
1136.55,18879.71,75539.82,18879.71,75539.82,24299.41,22376.91,-15470.06,-60764.67,-15470.06,-60764.67,-20889.76,-18967.26,3.0,13.0,3.0,13.0,3.0,3.0
1138.96,7882.75,85538.85,7882.75,85538.85,8721.64,8721.64,-6743.79,-71871.33,-6743.79,-71871.33,-7582.68,-7582.68,1.0,12.0,1.0,12.0,1.0,1.0
1139.06,79818.08,84184.56,79818.08,82786.92,84184.56,84184.56,-78679.02,-83045.5,-78679.02,-81647.86,-83045.5,-83045.5,1.0,1.0,1.0,1.0,1.0,1.0
1142.93,23840.44,54567.55,23840.44,54567.55,31028.34,29797.9,-22697.51,-52281.69,-22697.51,-52281.69,-29885.41,-28654.97,1.0,2.0,1.0,2.0,1.0,1.0
1145.46,7820.8,26366.32,7820.8,26366.32,21093.05,26366.32,-5529.88,-20639.02,-5529.88,-20639.02,-16511.21,-20639.02,2.0,5.0,2.0,5.0,4.0,5.0
1158.18,17719.8,36637.3,17719.8,36637.3,29309.84,29309.84,-14245.26,-30846.4,-14245.26,-30846.4,-24677.12,-24677.12,3.0,5.0,3.0,5.0,4.0,4.0
1169.31,26250.0,59865.06,26250.0,59865.06,29932.53,29932.53,-25080.69,-57526.44,-25080.69,-57526.44,-28763.22,-28763.22,1.0,2.0,1.0,2.0,1.0,1.0
1170.78,46438.0,146550.05,46438.0,146550.05,146550.05,146550.05,-45267.22,-143037.71,-45267.22,-143037.71,-143037.71,-143037.71,1.0,3.0,1.0,3.0,3.0,3.0
1197.72,81252.0,85039.57,81252.0,85039.57,85039.57,85039.57,-80054.28,-83841.85,-80054.28,-83841.85,-83841.85,-83841.85,1.0,1.0,1.0,1.0,1.0,1.0
1199.64,66990.0,147020.37,66990.0,147020.37,147020.37,147020.37,-65790.36,-144621.09,-65790.36,-144621.09,-144621.09,-144621.09,1.0,2.0,1.0,2.0,2.0,2.0
1201.35,14986.4,43540.26,14943.41,43540.26,20830.48,20830.48,-10181.0,-32728.11,-12540.71,-32728.11,-18427.78,-18427.78,4.0,9.0,2.0,9.0,2.0,2.0
1205.6,42602.0,234127.13,42602.0,234127.13,187301.7,42602.0,-41396.4,-228099.13,-41396.4,-228099.13,-182479.3,-41396.4,1.0,5.0,1.0,5.0,4.0,1.0
1213.74,10671.86,18505.2,10671.86,18505.2,10671.86,15421.0,-7030.64,-11222.76,-7030.64,-11222.76,-7030.64,-9352.3,3.0,6.0,3.0,6.0,3.0,5.0
1223.27,3360.0,14237.1,3360.0,14237.1,4526.67,4526.67,-2136.73,-9344.02,-2136.73,-9344.02,-3303.4,-3303.4,1.0,4.0,1.0,4.0,1.0,1.0
1230.19,9045.46,88435.2,9045.46,88435.2,11726.67,11726.67,-7815.27,-71212.54,-7815.27,-71212.54,-10496.48,-10496.48,1.0,14.0,1.0,14.0,1.0,1.0
1232.92,9091.6,64065.08,9091.6,52864.02,54912.93,38594.7,-6625.76,-55434.64,-6625.76,-43000.66,-47515.41,-32430.1,2.0,7.0,2.0,8.0,6.0,5.0
1274.98,4113.2,13750.52,3808.28,13750.52,4501.78,4113.2,-1563.24,-7375.62,-2533.3,-7375.62,-3226.8,-1563.24,2.0,5.0,1.0,5.0,1.0,2.0
1276.62,6994.53,25082.15,6994.53,22807.2,7563.27,7563.27,-5717.91,-19975.67,-5717.91,-17700.72,-6286.65,-6286.65,1.0,4.0,1.0,4.0,1.0,1.0
1286.96,11116.0,57338.92,11116.0,49807.02,32962.58,32962.58,-9829.04,-52191.08,-9829.04,-44659.18,-30388.66,-30388.66,1.0,4.0,1.0,4.0,2.0,2.0
1298.06,44128.0,145305.91,44128.0,140953.32,104860.73,101959.01,-42829.94,-141411.73,-42829.94,-137059.14,-102264.61,-99362.89,1.0,3.0,1.0,3.0,2.0,2.0
1299.87,5357.8,17853.99,5357.8,17853.99,9259.85,7754.13,-4057.93,-13954.38,-4057.93,-13954.38,-7959.98,-6454.26,1.0,3.0,1.0,3.0,1.0,1.0
1301.68,6238.4,12476.8,6238.4,12476.8,7476.72,7476.72,-4936.72,-9873.44,-4936.72,-9873.44,-6175.04,-6175.04,1.0,2.0,1.0,2.0,1.0,1.0
1339.23,99770.0,204100.7,99770.0,202887.6,204100.7,100376.55,-98430.77,-201422.24,-98430.77,-200209.14,-201422.24,-99037.32,1.0,2.0,1.0,2.0,2.0,1.0
1340.64,160523.62,174881.45,160523.62,166017.51,174881.45,172577.82,-159182.98,-173540.81,-159182.98,-164676.87,-173540.81,-171237.18,1.0,1.0,1.0,1.0,1.0,1.0
1347.64,12516.0,17071.64,8761.2,12516.0,15364.48,17071.64,960.4,-3595.24,672.28,960.4,-3235.72,-3595.24,10.0,10.0,7.0,10.0,9.0,10.0
1357.62,97768.08,189930.0,97768.08,189930.0,111734.95,111734.95,-88264.74,-169565.7,-88264.74,-169565.7,-100873.99,-100873.99,7.0,15.0,7.0,15.0,8.0,8.0
1359.27,101952.0,104079.8,101952.0,104079.8,104079.8,104079.8,-100592.73,-102720.53,-100592.73,-102720.53,-102720.53,-102720.53,1.0,1.0,1.0,1.0,1.0,1.0
1359.96,16133.59,62468.0,16133.59,62468.0,16133.59,16133.59,-13413.67,-48868.4,-13413.67,-48868.4,-13413.67,-13413.67,2.0,10.0,2.0,10.0,2.0,2.0
1377.26,11830.0,52806.62,11830.0,48551.65,35204.41,30380.16,-10452.74,-48674.84,-10452.74,-44419.87,-32449.89,-27625.64,1.0,3.0,1.0,3.0,2.0,2.0
1397.57,14048.64,54147.03,14048.64,54147.03,18663.51,18663.51,-12651.07,-48556.75,-12651.07,-48556.75,-17265.94,-17265.94,1.0,4.0,1.0,4.0,1.0,1.0
1407.9,56283.61,56669.7,56283.61,56283.61,56669.7,56669.7,-54875.71,-55261.8,-54875.71,-54875.71,-55261.8,-55261.8,1.0,1.0,1.0,1.0,1.0,1.0
1409.2,5458.57,34944.0,5458.57,34944.0,13242.85,13242.85,-4049.37,-13806.0,-4049.37,-13806.0,-10424.45,-10424.45,1.0,15.0,1.0,15.0,2.0,2.0
1411.43,26908.0,90504.26,26908.0,90504.26,90504.26,60336.17,-25496.57,-86269.97,-25496.57,-86269.97,-86269.97,-57513.31,1.0,3.0,1.0,3.0,3.0,2.0
1422.9,87340.0,90321.19,87340.0,87340.0,90321.19,90321.19,-85917.1,-88898.29,-85917.1,-85917.1,-88898.29,-88898.29,1.0,1.0,1.0,1.0,1.0,1.0
1446.36,14383.91,84593.6,14383.91,84593.6,14383.91,14383.91,-11491.19,-64344.56,-11491.19,-64344.56,-11491.19,-11491.19,2.0,14.0,2.0,14.0,2.0,2.0
1452.29,23489.01,23489.01,23489.01,23489.01,23489.01,23489.01,-22036.72,-22036.72,-22036.72,-22036.72,-22036.72,-22036.72,1.0,1.0,1.0,1.0,1.0,1.0
1463.45,40195.23,159468.26,40195.23,159468.26,57485.07,50299.44,-29951.08,-111174.41,-29951.08,-111174.41,-45777.47,-40055.29,7.0,33.0,7.0,33.0,8.0,7.0
1468.27,107168.65,227219.45,107168.65,227219.45,113609.72,227219.45,-105700.38,-224282.91,-105700.38,-224282.91,-112141.45,-224282.91,1.0,2.0,1.0,2.0,1.0,2.0
1470.64,4440.8,15986.0,4440.8,15986.0,15986.0,4440.8,-1499.52,-10103.44,-1499.52,-10103.44,-10103.44,-1499.52,2.0,4.0,2.0,4.0,4.0,2.0
1473.68,41444.0,73327.11,41444.0,62166.0,67216.52,61105.92,-26707.2,-55642.95,-26707.2,-40060.8,-51006.04,-46369.12,10.0,12.0,10.0,15.0,11.0,10.0
1492.07,39622.05,168793.51,39622.05,168793.51,43163.95,43163.95,-32161.7,-134475.9,-32161.7,-134475.9,-35703.6,-35703.6,5.0,23.0,5.0,23.0,5.0,5.0
