test_data_id,multi_func_profit_info,multi_func_time,compute_first_info,compute_first_time,memory_first_info,memory_first_time,single_func_info,single_func_time,random_deploy_info,random_deploy_time
49,"[126.8, 30.2, 1, [(0, 3), (1, 3), (2, 5), (3, 5)]]",0.002,"[133.16, 23.84, 1, [(0, 5), (1, 3), (2, 5), (3, 3)]]",0.0011,"[133.16, 23.84, 1, [(0, 5), (1, 3), (2, 5), (3, 1)]]",0.0,None,0.0,"[133.16, 23.84, 1, [(0, 5), (1, 4), (2, 5), (3, 3)]]",0.0
50,"[149.07, 348.93, 3.0, [(0, 2), (1, 3)]]",0.0015,"[49.69, 116.31, 1.0, [(0, 3), (1, 1)]]",0.0,"[149.07, 348.93, 3.0, [(0, 3), (1, 2)]]",0.0,"[47.09, 118.91, 1, [(0, 1), (1, 1)]]",0.0,"[49.69, 116.31, 1, [(0, 4), (1, 1)]]",0.0
51,"[270.8, 113.2, 2, [(0, 2), (1, 3), (2, 3), (3, 4)]]",0.0277,"[141.16, 50.84, 1, [(0, 5), (1, 7), (2, 5), (3, 7)]]",0.0,"[282.32, 101.68, 2, [(0, 8), (1, 5), (2, 3), (3, 7)]]",0.0,"[127.84, 64.16, 1, [(0, 3), (1, 3), (2, 3), (3, 3)]]",0.0,"[282.32, 101.68, 2, [(0, 7), (1, 8), (2, 4), (3, 8)]]",0.0
52,"[269.52, -93.52, 1, [(0, 4), (1, 4), (2, 4), (3, 4), (4, 4)]]",2.1125,"[286.25, -110.25, 1, [(0, 4), (1, 9), (2, 4), (3, 9), (4, 4)]]",0.001,"[858.75, -330.75, 3, [(0, 6), (1, 3), (2, 6), (3, 13), (4, 4)]]",0.001,"[269.52, -93.52, 1, [(0, 4), (1, 4), (2, 4), (3, 4), (4, 4)]]",0.0,"[286.25, -110.25, 1, [(0, 2), (1, 3), (2, 9), (3, 5), (4, 9)]]",0.0
53,"[151.43, -20.43, 1, [(0, 2), (1, 2), (2, 2), (3, 2)]]",0.0027,"[153.14, -22.14, 1, [(0, 4), (1, 3), (2, 4), (3, 3)]]",0.0,"[153.14, -22.14, 1, [(0, 2), (1, 3), (2, 4), (3, 3)]]",0.0,"[151.43, -20.43, 1, [(0, 2), (1, 2), (2, 2), (3, 2)]]",0.0,"[153.14, -22.14, 1, [(0, 3), (1, 4), (2, 5), (3, 4)]]",0.0
54,"[147.29, -22.29, 1, [(0, 3), (1, 3), (2, 3), (3, 3)]]",0.0247,"[153.26, -28.26, 1, [(0, 7), (1, 3), (2, 7), (3, 3)]]",0.001,"[306.52, -56.52, 2, [(0, 8), (1, 3), (2, 8), (3, 1)]]",0.0,"[147.29, -22.29, 1, [(0, 3), (1, 3), (2, 3), (3, 3)]]",0.0,"[306.52, -56.52, 2, [(0, 7), (1, 2), (2, 1), (3, 6)]]",0.0
55,"[221.63, 828.37, 7, [(0, 5), (1, 4)]]",0.001,"[31.66, 118.34, 1.0, [(0, 4), (1, 2)]]",0.0,"[189.96, 710.04, 6, [(0, 4), (1, 5)]]",0.0,"[57.92, 242.08, 2, [(0, 1), (1, 1)]]",0.0,"[28.96, 121.04, 1, [(0, 9), (1, 9)]]",0.0
56,"[195.78, -4.78, 1, [(0, 1), (1, 1), (2, 7), (3, 7), (4, 7)]]",0.0577,"[209.46, -18.46, 1, [(0, 1), (1, 7), (2, 1), (3, 7), (4, 1)]]",0.0,"[418.92, -36.92, 2, [(0, 1), (1, 7), (2, 4), (3, 7), (4, 1)]]",0.001,None,0.0,"[209.46, -18.46, 1, [(0, 5), (1, 4), (2, 2), (3, 1), (4, 3)]]",0.0
57,"[194.93, 1149.07, 8, [(0, 2), (1, 3)]]",0.001,"[48.73, 287.27, 2.0, [(0, 7), (1, 6)]]",0.0,"[194.93, 1149.07, 8, [(0, 3), (1, 2)]]",0.0,"[23.01, 144.99, 1, [(0, 1), (1, 1)]]",0.0,"[92.02, 579.98, 4, [(0, 2), (1, 2)]]",0.0
58,"[264.0, 256.0, 5, [(0, 1), (1, 2), (2, 3), (3, 3)]]",0.0135,None,0.001,"[159.51, 152.49, 3.0, [(0, 3), (1, 4), (2, 3), (3, 4)]]",0.0,"[51.91, 52.09, 1, [(0, 1), (1, 1), (2, 1), (3, 1)]]",0.0,"[53.17, 50.83, 1, [(0, 1), (1, 6), (2, 5), (3, 3)]]",0.0
59,"[425.93, 569.07, 5, [(0, 9), (1, 4), (2, 4), (3, 1), (4, 2)]]",0.5929,"[268.79, 328.21, 3, [(0, 4), (1, 1), (2, 4), (3, 1), (4, 4)]]",0.0,None,0.0,"[73.92, 125.08, 1, [(0, 1), (1, 1), (2, 1), (3, 1), (4, 1)]]",0.0,"[89.6, 109.4, 1, [(0, 7), (1, 8), (2, 2), (3, 6), (4, 3)]]",0.0
60,"[406.4, 385.6, 4, [(0, 6), (1, 8), (2, 4), (3, 5), (4, 7), (5, 2)]]",7.3753,"[101.6, 96.4, 1, [(0, 2), (1, 8), (2, 2), (3, 8), (4, 2), (5, 8)]]",0.0,"[203.2, 192.8, 2, [(0, 7), (1, 5), (2, 7), (3, 5), (4, 7), (5, 2)]]",0.001,"[90.3, 107.7, 1, [(0, 7), (1, 7), (2, 7), (3, 7), (4, 7), (5, 7)]]",0.0,"[100.45, 97.55, 1, [(0, 4), (1, 8), (2, 10), (3, 10), (4, 8), (5, 6)]]",0.001
61,"[437.72, 1608.28, 11, [(0, 1), (1, 6)]]",0.001,"[79.59, 292.41, 2.0, [(0, 3), (1, 6)]]",0.0,"[79.59, 292.41, 2.0, [(0, 3), (1, 6)]]",0.0,"[193.71, 736.29, 5, [(0, 1), (1, 1)]]",0.0,"[232.46, 883.54, 6, [(0, 6), (1, 6)]]",0.0
62,"[159.54, -23.54, 1, [(0, 1), (1, 1), (2, 1), (3, 1), (4, 1)]]",1.1951,"[346.38, -74.38, 2, [(0, 7), (1, 1), (2, 7), (3, 1), (4, 7)]]",0.0,"[346.38, -74.38, 2, [(0, 7), (1, 1), (2, 7), (3, 1), (4, 7)]]",0.0,"[159.54, -23.54, 1, [(0, 1), (1, 1), (2, 1), (3, 1), (4, 1)]]",0.0,"[173.19, -37.19, 1, [(0, 7), (1, 6), (2, 8), (3, 2), (4, 1)]]",0.0
63,"[210.13, 641.87, 6, [(0, 1), (1, 2)]]",0.0,"[35.02, 106.98, 1.0, [(0, 3), (1, 1)]]",0.0,"[70.04, 213.96, 2.0, [(0, 4), (1, 2)]]",0.001,"[68.45, 215.56, 2, [(0, 1), (1, 1)]]",0.0,"[175.11, 534.89, 5.0, [(0, 3), (1, 4)]]",0.0
64,"[274.55, 971.45, 7, [(0, 3), (1, 3), (2, 1)]]",0.001,"[256.63, 811.37, 6, [(0, 3), (1, 1), (2, 3)]]",0.0,"[256.63, 811.37, 6, [(0, 3), (1, 1), (2, 3)]]",0.0,"[145.88, 566.12, 4, [(0, 1), (1, 1), (2, 1)]]",0.0,"[80.04, 275.96, 2, [(0, 4), (1, 5), (2, 5)]]",0.0
65,"[512.87, 621.13, 7, [(0, 9), (1, 8), (2, 5)]]",0.0075,"[366.33, 443.67, 5, [(0, 5), (1, 4), (2, 5)]]",0.001,"[366.33, 443.67, 5, [(0, 5), (1, 4), (2, 5)]]",0.0,"[63.61, 98.39, 1, [(0, 1), (1, 1), (2, 1)]]",0.0,"[69.0, 93.0, 1, [(0, 6), (1, 6), (2, 5)]]",0.0
66,"[221.06, 1384.94, 11, [(0, 4), (1, 4)]]",0.001,"[50.41, 241.59, 2.0, [(0, 2), (1, 4)]]",0.0,"[151.24, 724.76, 6.0, [(0, 4), (1, 1)]]",0.0,"[200.96, 1259.04, 10, [(0, 1), (1, 1)]]",0.0,"[50.41, 241.59, 2.0, [(0, 2), (1, 4)]]",0.0
67,"[543.39, 664.61, 8, [(0, 4), (1, 6), (2, 1), (3, 3)]]",0.0266,None,0.0,"[271.7, 332.3, 4.0, [(0, 7), (1, 1), (2, 3), (3, 1)]]",0.0,"[187.84, 265.16, 3, [(0, 1), (1, 1), (2, 1), (3, 1)]]",0.0,"[135.85, 166.15, 2.0, [(0, 3), (1, 2), (2, 1), (3, 2)]]",0.0
68,"[428.78, 355.22, 4, [(0, 9), (1, 8), (2, 5)]]",0.0104,"[214.39, 177.61, 2, [(0, 5), (1, 8), (2, 5)]]",0.0,"[214.39, 177.61, 2, [(0, 8), (1, 5), (2, 8)]]",0.0,"[102.85, 93.15, 1, [(0, 2), (1, 2), (2, 2)]]",0.0,"[107.19, 88.81, 1, [(0, 6), (1, 1), (2, 8)]]",0.0
69,"[612.98, 389.02, 6, [(0, 10), (1, 11), (2, 13), (3, 16), (4, 1)]]",11.6696,"[204.33, 129.67, 2.0, [(0, 7), (1, 14), (2, 7), (3, 14), (4, 13)]]",0.001,"[204.33, 129.67, 2.0, [(0, 13), (1, 14), (2, 13), (3, 16), (4, 13)]]",0.001,"[89.38, 77.62, 1, [(0, 1), (1, 1), (2, 1), (3, 1), (4, 1)]]",0.0,"[102.16, 64.84, 1, [(0, 2), (1, 3), (2, 11), (3, 12), (4, 11)]]",0.0
70,"[313.92, 544.08, 6, [(0, 2), (1, 5)]]",0.001,"[313.92, 544.08, 6, [(0, 2), (1, 5)]]",0.0,"[313.92, 544.08, 6, [(0, 5), (1, 2)]]",0.0,"[103.96, 182.04, 2, [(0, 1), (1, 1)]]",0.0,"[104.64, 181.36, 2, [(0, 2), (1, 4)]]",0.0
71,"[538.93, 1090.07, 9, [(0, 6), (1, 7), (2, 6), (3, 7), (4, 8)]]",0.3695,"[239.52, 484.48, 4, [(0, 6), (1, 7), (2, 6), (3, 7), (4, 6)]]",0.0,None,0.0,"[50.64, 130.36, 1, [(0, 1), (1, 1), (2, 1), (3, 1), (4, 1)]]",0.0,"[59.88, 121.12, 1, [(0, 1), (1, 6), (2, 4), (3, 3), (4, 2)]]",0.0
72,"[449.77, 286.23, 4, [(0, 4), (1, 6), (2, 2), (3, 2), (4, 2), (5, 1)]]",3.1898,"[118.89, 65.11, 1.0, [(0, 5), (1, 1), (2, 5), (3, 1), (4, 5), (5, 1)]]",0.001,"[356.68, 195.32, 3, [(0, 2), (1, 1), (2, 2), (3, 1), (4, 2), (5, 1)]]",0.001,"[102.74, 81.26, 1, [(0, 1), (1, 1), (2, 1), (3, 1), (4, 1), (5, 1)]]",0.0,"[234.69, 133.31, 2, [(0, 4), (1, 8), (2, 2), (3, 2), (4, 3), (5, 5)]]",0.0
73,"[204.89, -38.89, 1, [(0, 1), (1, 1), (2, 10), (3, 10), (4, 10), (5, 10)]]",9.959,None,0.0,"[216.21, -50.21, 1, [(0, 4), (1, 10), (2, 4), (3, 3), (4, 4), (5, 10)]]",0.0,None,0.0,"[212.73, -46.73, 1, [(0, 2), (1, 4), (2, 8), (3, 5), (4, 6), (5, 6)]]",0.0
74,"[191.49, 513.51, 5, [(0, 3), (1, 4)]]",0.0,"[191.49, 513.51, 5, [(0, 4), (1, 3)]]",0.0,"[191.49, 513.51, 5, [(0, 4), (1, 3)]]",0.0,"[63.64, 218.36, 2, [(0, 1), (1, 1)]]",0.0,"[76.6, 205.4, 2, [(0, 3), (1, 5)]]",0.0
75,"[184.58, 43.42, 2, [(0, 6), (1, 6), (2, 5), (3, 5)]]",0.0191,"[193.28, 34.72, 2, [(0, 6), (1, 1), (2, 6), (3, 1)]]",0.0,"[96.64, 17.36, 1, [(0, 5), (1, 6), (2, 1), (3, 6)]]",0.0,"[89.89, 24.11, 1, [(0, 1), (1, 1), (2, 1), (3, 1)]]",0.0,"[96.64, 17.36, 1, [(0, 1), (1, 7), (2, 5), (3, 7)]]",0.001
76,"[125.05, -3.05, 1, [(0, 2), (1, 2), (2, 2), (3, 2), (4, 2)]]",0.3146,"[267.8, -23.8, 2, [(0, 2), (1, 3), (2, 2), (3, 3), (4, 2)]]",0.0,"[267.8, -23.8, 2, [(0, 2), (1, 3), (2, 2), (3, 3), (4, 2)]]",0.001,"[125.05, -3.05, 1, [(0, 2), (1, 2), (2, 2), (3, 2), (4, 2)]]",0.0,"[263.0, -19.0, 2.0, [(0, 6), (1, 8), (2, 5), (3, 5), (4, 4)]]",0.0
77,"[324.89, 179.11, 4, [(0, 1), (1, 3)]]",0.001,"[324.89, 179.11, 4, [(0, 1), (1, 3)]]",0.0,"[162.45, 89.55, 2.0, [(0, 4), (1, 1)]]",0.0,"[157.95, 94.05, 2, [(0, 1), (1, 1)]]",0.0,"[324.89, 179.11, 4, [(0, 3), (1, 1)]]",0.0
78,"[320.87, 393.13, 6, [(0, 1), (1, 2), (2, 2), (3, 1)]]",0.0268,None,0.0015,"[277.89, 317.11, 5, [(0, 2), (1, 1), (2, 2), (3, 1)]]",0.0,"[140.45, 216.55, 3, [(0, 1), (1, 1), (2, 1), (3, 1)]]",0.0,"[53.48, 65.52, 1, [(0, 4), (1, 1), (2, 1), (3, 4)]]",0.0
79,"[251.11, -149.11, 1, [(0, 8), (1, 8), (2, 8), (3, 8), (4, 8), (5, 8)]]",134.7983,None,0.0,"[522.32, -318.32, 2, [(0, 8), (1, 16), (2, 8), (3, 16), (4, 6), (5, 15)]]",0.001,"[251.11, -149.11, 1, [(0, 8), (1, 8), (2, 8), (3, 8), (4, 8), (5, 8)]]",0.0,"[261.16, -159.16, 1, [(0, 16), (1, 2), (2, 13), (3, 6), (4, 16), (5, 2)]]",0.0
80,"[161.83, 834.17, 6, [(0, 4), (1, 4)]]",0.0,"[154.86, 675.14, 5, [(0, 4), (1, 2)]]",0.0,"[154.86, 675.14, 5, [(0, 4), (1, 2)]]",0.0,"[107.89, 556.11, 4, [(0, 1), (1, 1)]]",0.0,"[61.94, 270.06, 2, [(0, 3), (1, 2)]]",0.0
81,"[139.12, 370.88, 3, [(0, 2), (1, 2)]]",0.001,"[103.18, 236.82, 2.0, [(0, 2), (1, 4)]]",0.001,"[103.18, 236.82, 2.0, [(0, 2), (1, 4)]]",0.0,"[139.12, 370.88, 3, [(0, 2), (1, 2)]]",0.0,"[51.59, 118.41, 1, [(0, 1), (1, 4)]]",0.0
82,"[565.47, 160.53, 6, [(0, 3), (1, 4), (2, 2), (3, 2)]]",0.0061,"[98.33, 22.67, 1, [(0, 4), (1, 1), (2, 4), (3, 1)]]",0.0,"[589.95, 136.05, 6, [(0, 2), (1, 3), (2, 2), (3, 4)]]",0.0,"[86.69, 34.31, 1, [(0, 1), (1, 1), (2, 1), (3, 1)]]",0.0,"[376.98, 107.02, 4, [(0, 4), (1, 2), (2, 3), (3, 3)]]",0.0
83,"[335.7, 440.3, 4, [(0, 8), (1, 1), (2, 1), (3, 8), (4, 5)]]",0.2298,"[170.13, 217.87, 2, [(0, 5), (1, 8), (2, 5), (3, 8), (4, 5)]]",0.0,"[255.2, 326.8, 3, [(0, 1), (1, 8), (2, 1), (3, 8), (4, 5)]]",0.0,"[78.11, 115.89, 1, [(0, 1), (1, 1), (2, 1), (3, 1), (4, 1)]]",0.0,"[83.9, 110.1, 1, [(0, 6), (1, 1), (2, 9), (3, 1), (4, 1)]]",0.0
84,"[189.94, 88.06, 2, [(0, 1), (1, 1), (2, 2), (3, 2)]]",0.0028,"[200.34, 77.66, 2, [(0, 1), (1, 2), (2, 1), (3, 2)]]",0.0,"[200.34, 77.66, 2, [(0, 2), (1, 1), (2, 2), (3, 1)]]",0.001,"[92.57, 46.43, 1, [(0, 1), (1, 1), (2, 1), (3, 1)]]",0.0,"[100.17, 38.83, 1, [(0, 2), (1, 1), (2, 3), (3, 1)]]",0.0
85,"[297.85, 1322.15, 10, [(0, 2), (1, 3)]]",0.001,"[297.85, 1322.15, 10, [(0, 2), (1, 3)]]",0.0,"[238.28, 1057.72, 8, [(0, 3), (1, 2)]]",0.0,"[55.65, 268.35, 2, [(0, 1), (1, 1)]]",0.0,"[29.78, 132.22, 1.0, [(0, 7), (1, 5)]]",0.0
86,"[218.56, 1211.44, 11, [(0, 6), (1, 9)]]",0.001,None,0.001,"[39.74, 220.26, 2.0, [(0, 5), (1, 6)]]",0.0,"[15.79, 114.21, 1, [(0, 1), (1, 1)]]",0.0,"[15.79, 114.21, 1, [(0, 3), (1, 3)]]",0.0
87,"[261.55, 70.45, 2, [(0, 3), (1, 3), (2, 3)]]",0.001,"[275.79, 56.21, 2, [(0, 2), (1, 3), (2, 2)]]",0.0,"[275.79, 56.21, 2.0, [(0, 3), (1, 2), (2, 3)]]",0.001,"[130.77, 35.23, 1, [(0, 2), (1, 2), (2, 2)]]",0.0,"[137.89, 28.11, 1, [(0, 1), (1, 2), (2, 3)]]",0.0
88,"[264.87, 275.13, 3, [(0, 2), (1, 2), (2, 4), (3, 4), (4, 5)]]",0.3155,"[90.03, 89.97, 1, [(0, 2), (1, 8), (2, 2), (3, 8), (4, 2)]]",0.0,"[180.06, 179.94, 2, [(0, 4), (1, 2), (2, 4), (3, 7), (4, 4)]]",0.0,"[87.78, 92.22, 1, [(0, 2), (1, 2), (2, 2), (3, 2), (4, 2)]]",0.0,"[89.79, 90.21, 1, [(0, 4), (1, 3), (2, 4), (3, 1), (4, 1)]]",0.0
89,"[184.05, 570.95, 5, [(0, 3), (1, 3), (2, 4)]]",0.001,"[81.46, 220.54, 2.0, [(0, 2), (1, 3), (2, 2)]]",0.0,"[81.46, 220.54, 2.0, [(0, 3), (1, 2), (2, 3)]]",0.0,"[32.85, 118.15, 1, [(0, 1), (1, 1), (2, 1)]]",0.0,"[81.46, 220.54, 2.0, [(0, 4), (1, 3), (2, 2)]]",0.0
90,"[138.75, -14.75, 1, [(0, 3), (1, 3), (2, 3), (3, 3)]]",0.004,"[143.35, -19.35, 1, [(0, 3), (1, 5), (2, 3), (3, 5)]]",0.0,"[143.35, -19.35, 1, [(0, 3), (1, 5), (2, 3), (3, 5)]]",0.0,"[138.75, -14.75, 1, [(0, 3), (1, 3), (2, 3), (3, 3)]]",0.0,"[141.44, -17.44, 1, [(0, 3), (1, 3), (2, 5), (3, 4)]]",0.0
91,"[239.98, 231.02, 3, [(0, 3), (1, 3), (2, 4), (3, 5), (4, 8)]]",0.4058,"[81.91, 75.09, 1, [(0, 5), (1, 6), (2, 5), (3, 6), (4, 5)]]",0.0013,"[163.83, 150.17, 2, [(0, 4), (1, 3), (2, 4), (3, 3), (4, 8)]]",0.001,"[75.97, 81.03, 1, [(0, 3), (1, 3), (2, 3), (3, 3), (4, 3)]]",0.0,"[81.91, 75.09, 1, [(0, 1), (1, 7), (2, 8), (3, 5), (4, 9)]]",0.0
92,"[128.57, -13.57, 1, [(0, 5), (1, 5), (2, 5), (3, 5)]]",0.0203,"[133.97, -18.97, 1, [(0, 1), (1, 5), (2, 1), (3, 5)]]",0.0,None,0.0,"[128.57, -13.57, 1, [(0, 5), (1, 5), (2, 5), (3, 5)]]",0.0,"[133.97, -18.97, 1, [(0, 6), (1, 7), (2, 4), (3, 5)]]",0.0
93,"[349.78, 166.22, 3, [(0, 3), (1, 3), (2, 10), (3, 10), (4, 5)]]",17.5443,"[123.29, 48.71, 1, [(0, 3), (1, 17), (2, 3), (3, 17), (4, 3)]]",0.001,"[246.59, 97.41, 2.0, [(0, 3), (1, 10), (2, 3), (3, 10), (4, 5)]]",0.001,"[114.09, 57.91, 1, [(0, 3), (1, 3), (2, 3), (3, 3), (4, 3)]]",0.0,"[120.04, 51.96, 1, [(0, 10), (1, 10), (2, 6), (3, 8), (4, 6)]]",0.0
94,"[302.18, 357.82, 5, [(0, 4), (1, 4), (2, 2)]]",0.001,"[265.26, 262.74, 4, [(0, 4), (1, 2), (2, 4)]]",0.0,"[265.26, 262.74, 4, [(0, 4), (1, 2), (2, 4)]]",0.0,"[117.93, 146.07, 2, [(0, 2), (1, 2), (2, 2)]]",0.0,"[60.44, 71.56, 1, [(0, 1), (1, 1), (2, 2)]]",0.0
95,"[496.12, 353.88, 5, [(0, 2), (1, 4), (2, 5)]]",0.0035,"[198.45, 141.55, 2.0, [(0, 7), (1, 2), (2, 7)]]",0.0,"[297.67, 212.33, 3, [(0, 4), (1, 5), (2, 4)]]",0.0,"[96.18, 73.82, 1, [(0, 1), (1, 1), (2, 1)]]",0.0,"[99.22, 70.78, 1, [(0, 3), (1, 5), (2, 6)]]",0.0
96,"[317.8, 1239.2, 9, [(0, 1), (1, 11)]]",0.002,"[176.55, 688.45, 5, [(0, 8), (1, 3)]]",0.0,"[105.93, 413.07, 3.0, [(0, 8), (1, 11)]]",0.0,"[170.75, 694.25, 5, [(0, 1), (1, 1)]]",0.0,"[35.31, 137.69, 1, [(0, 7), (1, 4)]]",0.0
97,"[216.04, -34.04, 1, [(0, 1), (1, 1), (2, 1), (3, 1), (4, 4), (5, 4)]]",33.0679,"[230.62, -48.62, 1, [(0, 12), (1, 3), (2, 12), (3, 3), (4, 12), (5, 3)]]",0.0,"[461.24, -97.24, 2, [(0, 12), (1, 3), (2, 12), (3, 14), (4, 1), (5, 4)]]",0.001,None,0.0,"[230.62, -48.62, 1, [(0, 6), (1, 1), (2, 14), (3, 12), (4, 14), (5, 12)]]",0.0
98,"[88.35, 205.65, 2, [(0, 1), (1, 1)]]",0.001,"[100.25, 193.75, 2.0, [(0, 1), (1, 2)]]",0.0015,None,0.0,"[88.35, 205.65, 2, [(0, 1), (1, 1)]]",0.0,"[100.25, 193.75, 2, [(0, 5), (1, 4)]]",0.0
99,"[420.01, 51.99, 4, [(0, 5), (1, 4), (2, 3)]]",0.002,"[105.0, 13.0, 1, [(0, 6), (1, 3), (2, 6)]]",0.0,"[210.01, 25.99, 2, [(0, 3), (1, 5), (2, 3)]]",0.0,"[102.34, 15.66, 1, [(0, 3), (1, 3), (2, 3)]]",0.0,"[210.01, 25.99, 2, [(0, 5), (1, 1), (2, 4)]]",0.0
100,"[312.71, 59.29, 2, [(0, 1), (1, 1), (2, 5)]]",0.0,"[318.71, 53.29, 2, [(0, 1), (1, 5), (2, 1)]]",0.0,"[318.71, 53.29, 2, [(0, 1), (1, 5), (2, 1)]]",0.0,"[154.53, 31.47, 1, [(0, 1), (1, 1), (2, 1)]]",0.0,"[159.36, 26.64, 1, [(0, 5), (1, 3), (2, 4)]]",0.0
